fund_name,fund_extended_name,category,net_assets,ytd_return,fund_yield,morningstar_rating,investment,size,currency,portfolio_cash,portfolio_stocks,portfolio_bonds,price_earnings,price_sales,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,fund_return_2018,fund_return_2017,fund_return_2016
NWHNX,Nationwide Bailard International Equities Fund Institutional Service Class,Foreign Large Blend,226970000.0,10.72,4.98,2.0,Blend,Large,USD,2.33,97.48,0.0,12.15,0.9,8.68,14.11,17.43,4.12,12.99,8.99,2.54,4.21,7.0,12.3,7.62,-19.67,24.44,-2.38
NWHOX,Nationwide Bailard Technology and Science Fund Class A,Technology,127280000.0,18.56,1.09,3.0,Growth,Large,USD,0.83,99.17,0.0,18.59,1.57,0.0,4.01,2.36,0.0,0.0,7.61,0.0,0.0,0.0,6.09,79.93,-3.64,37.61,10.83
NWHPX,Nationwide Bailard Technology and Science Fund Class C,Technology,127280000.0,18.24,1.22,3.0,Growth,Large,USD,0.83,99.17,0.0,18.59,1.57,0.0,4.01,2.36,0.0,0.0,7.61,0.0,0.0,0.0,6.09,79.93,-4.33,36.6,9.95
NWHQX,Nationwide Bailard Technology and Science Fund Class M,Technology,127280000.0,18.63,0.04,3.0,Growth,Large,USD,0.83,99.17,0.0,18.59,1.57,0.0,4.01,2.36,0.0,0.0,7.61,0.0,0.0,0.0,6.09,79.93,-3.32,38.1,11.18
NWHSX,Nationwide Destination 2025 Fund Institutional Service Class,Target-Date 2025,293900000.0,8.78,2.12,3.0,Blend,Large,USD,24.75,34.41,31.28,14.75,1.32,5.35,12.17,17.85,4.41,7.95,11.72,3.34,3.24,5.43,11.76,16.78,-6.31,14.21,8.37
NWHUX,Nationwide Bailard Technology and Science Fund Institutional Service Class,Technology,127280000.0,18.61,1.04,3.0,Growth,Large,USD,0.83,99.17,0.0,18.59,1.57,0.0,4.01,2.36,0.0,0.0,7.61,0.0,0.0,0.0,6.09,79.93,-3.43,37.95,11.14
NWHVX,Nationwide Geneva Mid Cap Growth Fund Class A,Mid-Cap Growth,667900000.0,16.15,0.0,3.0,Growth,Medium,USD,2.22,97.78,0.0,24.41,3.53,0.0,15.54,7.25,3.17,6.37,15.83,0.0,0.0,0.0,17.88,33.96,-2.99,23.0,2.24
NWHWX,Nationwide Geneva Mid Cap Growth Fund Class C,Mid-Cap Growth,667900000.0,15.91,0.0,2.0,Growth,Medium,USD,2.22,97.78,0.0,24.41,3.53,0.0,15.54,7.25,3.17,6.37,15.83,0.0,0.0,0.0,17.88,33.96,-3.71,22.1,1.5
NWHYX,Nationwide Geneva Mid Cap Growth Fund Institutional Service Class,Mid-Cap Growth,667900000.0,16.29,0.0,3.0,Growth,Medium,USD,2.22,97.78,0.0,24.41,3.53,0.0,15.54,7.25,3.17,6.37,15.83,0.0,0.0,0.0,17.88,33.96,-2.82,23.3,2.47
NWIAX,Nationwide Destination 2030 Fund Class A,Target-Date 2030,301450000.0,9.83,1.86,3.0,Blend,Large,USD,21.1,39.34,28.95,14.71,1.31,5.39,12.19,17.89,4.44,7.92,11.61,3.34,3.23,5.45,11.74,16.8,-7.48,15.11,9.05
NWICX,Nationwide Destination 2030 Fund Class C,Target-Date 2030,301450000.0,9.68,1.35,2.0,Blend,Large,USD,21.1,39.34,28.95,14.71,1.31,5.39,12.19,17.89,4.44,7.92,11.61,3.34,3.23,5.45,11.74,16.8,-7.88,14.48,8.47
NWIIX,Nationwide Destination 2030 Fund Class R6,Target-Date 2030,301450000.0,10.01,2.32,3.0,Blend,Large,USD,21.1,39.34,28.95,14.71,1.31,5.39,12.19,17.89,4.44,7.92,11.61,3.34,3.23,5.45,11.74,16.8,-6.99,15.68,9.63
NWISX,Nationwide Destination 2030 Fund Institutional Service Class,Target-Date 2030,301450000.0,9.88,2.09,3.0,Blend,Large,USD,21.1,39.34,28.95,14.71,1.31,5.39,12.19,17.89,4.44,7.92,11.61,3.34,3.23,5.45,11.74,16.8,-7.26,15.36,9.41
NWJCX,Nationwide Ziegler NYSE Arca Tech 100 Index Fund Class A,Large Growth,651640000.0,17.31,0.48,5.0,Growth,Large,USD,0.69,99.31,0.0,18.95,3.32,0.51,2.23,3.78,0.0,0.04,16.81,0.0,1.26,0.96,12.64,61.76,0.64,31.27,11.44
NWJDX,Nationwide Ziegler NYSE Arca Tech 100 Index Fund Class C,Large Growth,651640000.0,17.09,0.09,4.0,Growth,Large,USD,0.69,99.31,0.0,18.95,3.32,0.51,2.23,3.78,0.0,0.04,16.81,0.0,1.26,0.96,12.64,61.76,-0.08,30.32,10.62
NWJFX,Nationwide Ziegler NYSE Arca Tech 100 Index Fund Institutional Service Class,Large Growth,651640000.0,17.38,0.71,4.0,Growth,Large,USD,0.69,99.31,0.0,18.95,3.32,0.51,2.23,3.78,0.0,0.04,16.81,0.0,1.26,0.96,12.64,61.76,0.88,31.58,11.69
NWJGX,Nationwide Loomis Core Bond Fund Class A,Intermediate-Term Bond,408280000.0,3.53,2.5,3.0,Blend,Medium,USD,4.7,0.0,91.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.77,3.05,3.7
NWJHX,Nationwide Loomis Core Bond Fund Class C,Intermediate-Term Bond,408280000.0,3.44,2.12,2.0,Blend,Medium,USD,4.7,0.0,91.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.27,2.62,3.29
NWJJX,Nationwide Loomis Core Bond Fund Institutional Service Class,Intermediate-Term Bond,408280000.0,3.6,2.62,3.0,Blend,Medium,USD,4.7,0.0,91.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.68,3.13,3.79
NWJKX,Nationwide CA Intmdt TFB A,Muni California Intermediate,34900000.0,0.55,2.47,2.0,Blend,Medium,USD,0.08,0.0,99.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,3.4,-1.17
NWJLX,Nationwide CA Intmdt TFB C,Muni California Intermediate,34900000.0,0.61,1.98,1.0,Blend,Medium,USD,0.08,0.0,99.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,2.92,-1.64
NWJNX,Nationwide CA Intmdt TFB Instl Svc,Muni California Intermediate,34900000.0,0.67,2.68,2.0,Blend,Medium,USD,0.08,0.0,99.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,3.61,-0.94
NWJTX,Nationwide Loomis Short Term Bond Fund Class C,Short-Term Bond,253380000.0,2.1,1.6,1.0,Value,Medium,USD,11.16,0.0,84.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.21,1.09
NWLAX,Nationwide Destination 2035 Fund Class A,Target-Date 2035,258110000.0,10.7,1.8,3.0,Blend,Large,USD,21.7,44.04,22.69,14.68,1.3,5.41,12.2,17.93,4.47,7.87,11.51,3.34,3.22,5.45,11.7,16.9,-8.18,16.07,9.44
NWLBX,Nationwide Destination 2035 Fund Class R,Target-Date 2035,258110000.0,10.46,1.55,2.0,Blend,Large,USD,21.7,44.04,22.69,14.68,1.3,5.41,12.2,17.93,4.47,7.87,11.51,3.34,3.22,5.45,11.7,16.9,-8.37,15.79,9.2
NWLCX,Nationwide Destination 2035 Fund Class C,Target-Date 2035,258110000.0,10.46,1.32,2.0,Blend,Large,USD,21.7,44.04,22.69,14.68,1.3,5.41,12.2,17.93,4.47,7.87,11.51,3.34,3.22,5.45,11.7,16.9,-8.63,15.36,8.84
NWLIX,Nationwide Destination 2035 Fund Class R6,Target-Date 2035,258110000.0,10.75,2.27,4.0,Blend,Large,USD,21.7,44.04,22.69,14.68,1.3,5.41,12.2,17.93,4.47,7.87,11.51,3.34,3.22,5.45,11.7,16.9,-7.65,16.61,10.01
NWLSX,Nationwide Destination 2035 Fund Institutional Service Class,Target-Date 2035,258110000.0,10.76,2.04,3.0,Blend,Large,USD,21.7,44.04,22.69,14.68,1.3,5.41,12.2,17.93,4.47,7.87,11.51,3.34,3.22,5.45,11.7,16.9,-7.94,16.3,9.79
NWMAX,Nationwide Destination 2040 Fund Class A,Target-Date 2040,214840000.0,11.38,1.73,3.0,Blend,Large,USD,22.07,45.93,19.72,14.77,1.32,5.32,12.25,17.83,4.56,7.71,11.53,3.34,3.16,5.41,11.72,17.17,-8.6,16.99,9.83
NWMCX,Nationwide Destination 2040 Fund Class C,Target-Date 2040,214840000.0,11.26,1.28,2.0,Blend,Large,USD,22.07,45.93,19.72,14.77,1.32,5.32,12.25,17.83,4.56,7.71,11.53,3.34,3.16,5.41,11.72,17.17,-9.1,16.37,9.11
NWMDX,Nationwide Destination 2040 Fund Class R,Target-Date 2040,214840000.0,11.25,1.48,3.0,Blend,Large,USD,22.07,45.93,19.72,14.77,1.32,5.32,12.25,17.83,4.56,7.71,11.53,3.34,3.16,5.41,11.72,17.17,-8.8,16.72,9.45
NWMHX,Nationwide Destination 2040 Fund Class R6,Target-Date 2040,214840000.0,11.54,2.2,4.0,Blend,Large,USD,22.07,45.93,19.72,14.77,1.32,5.32,12.25,17.83,4.56,7.71,11.53,3.34,3.16,5.41,11.72,17.17,-8.18,17.63,10.27
NWMIX,Wells Fargo Minnesota Tax-Free Fund - Class Admin,Muni Minnesota,157480000.0,2.22,2.86,4.0,Blend,Medium,USD,0.43,0.0,99.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,4.09,0.56
NWMSX,Nationwide Destination 2040 Fund Institutional Service Class,Target-Date 2040,214840000.0,11.51,1.96,3.0,Blend,Large,USD,22.07,45.93,19.72,14.77,1.32,5.32,12.25,17.83,4.56,7.71,11.53,3.34,3.16,5.41,11.72,17.17,-8.34,17.28,9.91
NWNAX,Nationwide Destination 2045 Fund Class A,Target-Date 2045,167920000.0,11.73,1.69,3.0,Blend,Large,USD,21.28,46.82,19.29,14.78,1.32,5.31,12.23,17.82,4.53,7.74,11.6,3.34,3.17,5.41,11.73,17.12,-8.92,17.86,10.13
NWNBX,Nationwide Destination 2045 Fund Class R,Target-Date 2045,167920000.0,11.66,1.46,2.0,Blend,Large,USD,21.28,46.82,19.29,14.78,1.32,5.31,12.23,17.82,4.53,7.74,11.6,3.34,3.17,5.41,11.73,17.12,-9.14,17.41,10.02
NWNCX,Nationwide Destination 2045 Fund Class C,Target-Date 2045,167920000.0,11.6,1.21,2.0,Blend,Large,USD,21.28,46.82,19.29,14.78,1.32,5.31,12.23,17.82,4.53,7.74,11.6,3.34,3.17,5.41,11.73,17.12,-9.5,17.05,9.64
NWNIX,Nationwide Destination 2045 Fund Class R6,Target-Date 2045,167920000.0,11.91,2.17,4.0,Blend,Large,USD,21.28,46.82,19.29,14.78,1.32,5.31,12.23,17.82,4.53,7.74,11.6,3.34,3.17,5.41,11.73,17.12,-8.51,18.37,10.71
NWNSX,Nationwide Destination 2045 Fund Institutional Service Class,Target-Date 2045,167920000.0,11.83,1.94,3.0,Blend,Large,USD,21.28,46.82,19.29,14.78,1.32,5.31,12.23,17.82,4.53,7.74,11.6,3.34,3.17,5.41,11.73,17.12,-8.71,18.11,10.39
NWOAX,Nationwide Destination 2050 Fund Class A,Target-Date 2050,139970000.0,11.92,1.67,3.0,Blend,Large,USD,21.39,47.85,18.09,14.78,1.31,5.32,12.26,17.83,4.59,7.67,11.51,3.34,3.14,5.4,11.74,17.19,-9.11,18.16,10.46
NWOBX,Nationwide Destination 2050 Fund Class R,Target-Date 2050,139970000.0,11.77,1.45,2.0,Blend,Large,USD,21.39,47.85,18.09,14.78,1.31,5.32,12.26,17.83,4.59,7.67,11.51,3.34,3.14,5.4,11.74,17.19,-9.36,17.76,10.13
NWOCX,Nationwide Destination 2050 Fund Class C,Target-Date 2050,139970000.0,11.72,1.27,2.0,Blend,Large,USD,21.39,47.85,18.09,14.78,1.31,5.32,12.26,17.83,4.59,7.67,11.51,3.34,3.14,5.4,11.74,17.19,-9.59,17.34,9.8
NWOIX,Nationwide Destination 2050 Fund Class R6,Target-Date 2050,139970000.0,12.17,2.15,4.0,Blend,Large,USD,21.39,47.85,18.09,14.78,1.31,5.32,12.26,17.83,4.59,7.67,11.51,3.34,3.14,5.4,11.74,17.19,-8.76,18.63,11.08
NWOSX,Nationwide Destination 2050 Fund Institutional Service Class,Target-Date 2050,139970000.0,12.0,1.91,4.0,Blend,Large,USD,21.39,47.85,18.09,14.78,1.31,5.32,12.26,17.83,4.59,7.67,11.51,3.34,3.14,5.4,11.74,17.19,-8.9,18.4,10.71
NWQRX,Nuveen NWQ Small Mid/Cap Value Fund Class R3,Small Blend,23230000.0,15.72,0.0,1.0,Blend,Small,USD,2.3,97.13,0.0,13.21,1.07,11.63,13.36,26.6,6.28,0.0,5.49,0.0,0.0,9.6,13.22,13.82,-18.79,9.74,19.89
NWUAX,Nationwide U.S. Small Cap Value Fund Class A,Small Value,182370000.0,11.89,0.3,3.0,Value,Small,USD,0.38,99.62,0.0,12.07,0.63,7.24,14.74,28.68,0.34,5.19,4.17,0.17,1.15,7.12,19.41,11.79,-17.26,7.57,26.09
NWUCX,Nationwide U.S. Small Cap Value Fund Class C,Small Value,182370000.0,11.66,0.0,2.0,Value,Small,USD,0.38,99.62,0.0,12.07,0.63,7.24,14.74,28.68,0.34,5.19,4.17,0.17,1.15,7.12,19.41,11.79,-17.9,6.71,25.13
NWUIX,Nationwide U.S. Small Cap Value Fund Class R6,Small Value,182370000.0,11.96,0.68,3.0,Value,Small,USD,0.38,99.62,0.0,12.07,0.63,7.24,14.74,28.68,0.34,5.19,4.17,0.17,1.15,7.12,19.41,11.79,-16.99,7.93,26.58
NWUSX,Nationwide U.S. Small Cap Value Fund Institutional Service Class,Small Value,182370000.0,11.89,0.45,3.0,Value,Small,USD,0.38,99.62,0.0,12.07,0.63,7.24,14.74,28.68,0.34,5.19,4.17,0.17,1.15,7.12,19.41,11.79,-17.2,7.74,26.27
NWWOX,Virtus Vontobel Global Opportunities Fund Class A,World Large Stock,287500000.0,10.12,0.03,5.0,Growth,Large,USD,6.22,93.78,0.0,19.0,2.68,1.22,20.5,26.29,0.0,18.62,13.71,0.0,1.88,1.12,4.34,12.32,-5.07,29.21,4.34
NXOHX,Nuveen Ohio Municipal Bond Fund Class I,Muni Ohio,610950000.0,2.81,2.97,5.0,Blend,Medium,USD,0.34,0.0,98.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,4.95,0.36
NYLAX,Lord Abbett New York Tax Free Fund Class C,Muni New York Long,358490000.0,3.23,1.92,2.0,Growth,Medium,USD,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,4.02,-0.11
NYSAX,Nysa Fund,Small Growth,1890000.0,-4.29,0.0,1.0,Growth,Medium,USD,0.0,87.37,12.56,22.78,4.17,0.0,0.0,0.95,0.0,14.91,67.4,9.76,0.0,0.0,0.0,6.98,7.93,11.55,-4.91
NYVBX,Davis New York Venture Fund Class B,Large Blend,9060000000.0,13.59,0.0,1.0,Blend,Large,USD,1.16,95.21,0.0,14.0,1.56,2.87,11.62,38.37,0.0,3.52,0.36,0.0,0.3,6.47,13.75,22.75,-13.87,20.98,11.18
NYVCX,Davis New York Venture Fund Class C,Large Blend,9060000000.0,13.64,0.02,2.0,Blend,Large,USD,1.16,95.21,0.0,14.0,1.56,2.87,11.62,38.37,0.0,3.52,0.36,0.0,0.3,6.47,13.75,22.75,-13.74,21.22,11.43
NYVRX,Davis New York Venture Fund Class R,Large Blend,9060000000.0,13.75,0.28,2.0,Blend,Large,USD,1.16,95.21,0.0,14.0,1.56,2.87,11.62,38.37,0.0,3.52,0.36,0.0,0.3,6.47,13.75,22.75,-13.27,21.8,11.94
NYVTX,Davis New York Venture Fund Class A,Large Blend,9060000000.0,13.8,0.52,2.0,Blend,Large,USD,1.16,95.21,0.0,14.0,1.56,2.87,11.62,38.37,0.0,3.52,0.36,0.0,0.3,6.47,13.75,22.75,-13.01,22.15,12.25
OAAAX,Oppenheimer Portfolio Series Active Allocation Fund Class A,Allocation - 70% to 85% Equity,2330000000.0,11.51,1.65,2.0,Growth,Large,USD,4.73,74.68,19.95,17.43,1.68,3.05,14.53,12.97,6.0,8.9,12.97,2.19,1.14,7.14,12.69,18.44,-9.66,19.37,4.35
OAACX,Oppenheimer Portfolio Series Active Allocation Fund Class C,Allocation - 70% to 85% Equity,2330000000.0,11.28,0.9,2.0,Growth,Large,USD,4.73,74.68,19.95,17.43,1.68,3.05,14.53,12.97,6.0,8.9,12.97,2.19,1.14,7.14,12.69,18.44,-10.3,18.5,3.48
OAAIX,Oppenheimer Portfolio Series Growth Investor Fund Class A,World Large Stock,845900000.0,13.1,1.03,3.0,Growth,Large,USD,3.61,91.51,4.3,17.34,1.67,3.22,14.97,13.24,4.31,9.13,13.44,1.99,1.13,6.59,12.83,19.15,-13.02,24.9,3.51
OAANX,Oppenheimer Portfolio Series Active Allocation Fund Class R,Allocation - 70% to 85% Equity,2330000000.0,11.42,1.42,2.0,Growth,Large,USD,4.73,74.68,19.95,17.43,1.68,3.05,14.53,12.97,6.0,8.9,12.97,2.19,1.14,7.14,12.69,18.44,-9.88,19.02,4.11
OAAYX,Oppenheimer Portfolio Series Active Allocation Fund Class Y,Allocation - 70% to 85% Equity,2330000000.0,11.59,1.65,3.0,Growth,Large,USD,4.73,74.68,19.95,17.43,1.68,3.05,14.53,12.97,6.0,8.9,12.97,2.19,1.14,7.14,12.69,18.44,-9.41,19.58,4.6
OACIX,Oppenheimer Portfolio Series Conservative Investor Fund Class A,Allocation - 30% to 50% Equity,573720000.0,5.69,2.18,2.0,Growth,Large,USD,8.68,21.36,67.81,17.42,1.69,3.35,13.14,11.66,8.95,6.68,11.41,3.96,0.9,8.7,13.35,17.9,-3.49,9.17,4.77
OAEIX,Oppenheimer Equity Income Fund Class A,Large Value,2970000000.0,11.17,2.01,2.0,Value,Large,USD,3.64,94.36,0.01,13.32,1.35,1.72,5.99,18.41,5.85,10.87,18.89,2.96,6.81,12.33,7.34,8.84,-10.47,12.59,14.67
OAFIX,Optimum Fixed Income Fund Class A,Intermediate-Term Bond,2370000000.0,3.28,2.08,3.0,Blend,Medium,USD,0.73,0.06,93.09,0.0,0.0,0.0,0.0,69.34,0.0,0.0,4.32,26.34,0.0,0.0,0.0,0.0,-0.97,4.23,2.69
OAIEX,Optimum International Fund Class A,Foreign Large Blend,553900000.0,10.25,1.31,4.0,Blend,Large,USD,0.01,98.9,0.0,9.51,0.88,10.81,8.28,24.01,1.44,5.51,14.66,3.29,2.4,9.35,6.93,13.32,-14.25,30.08,4.23
OAKBX,Oakmark Equity And Income Fund Investor Class,Allocation - 50% to 70% Equity,12830000000.0,8.78,1.61,3.0,Value,Large,USD,9.32,61.27,28.9,12.2,1.01,1.88,19.05,24.88,1.71,13.65,9.84,0.0,4.33,5.41,6.99,12.25,-8.33,14.46,10.97
OAKEX,Oakmark International Small Cap Fund Investor Class,Foreign Small/Mid Blend,1430000000.0,13.0,1.32,2.0,Value,Medium,USD,3.57,96.43,0.0,11.5,0.76,5.83,10.56,18.24,1.87,6.11,6.36,0.0,2.63,0.0,37.47,10.94,-23.73,26.08,6.3
OAKGX,Oakmark Global Fund Investor Class,World Large Stock,1860000000.0,12.59,0.98,3.0,Blend,Large,USD,1.34,98.66,0.0,12.53,0.97,7.13,21.49,27.79,0.0,1.17,5.79,0.0,5.73,1.67,11.87,17.36,-18.97,27.08,4.65
OAKIX,Oakmark International Fund Investor Class,Foreign Large Blend,34300000000.0,9.04,1.87,3.0,Value,Large,USD,4.41,95.5,0.0,11.47,0.68,6.61,24.77,26.61,0.0,3.01,3.93,0.0,2.35,1.44,21.47,9.8,-23.43,29.75,7.91
OAKLX,Oakmark Select Fund Investor Class,Large Blend,4690000000.0,13.47,0.15,2.0,Blend,Large,USD,3.5,96.5,0.0,11.72,0.89,0.0,20.79,29.11,9.12,0.0,3.9,0.0,4.32,7.3,8.36,17.1,-24.88,15.72,15.31
OAKMX,Oakmark Fund Investor Class,Large Blend,18200000000.0,12.83,0.61,3.0,Blend,Large,USD,7.76,92.24,0.0,12.88,1.22,0.0,17.84,30.72,0.0,1.38,6.97,0.0,5.11,6.49,12.92,18.56,-12.73,21.14,18.35
OAKWX,Oakmark Global Select Fund Investor Class,World Large Stock,1950000000.0,12.72,1.3,2.0,Value,Large,USD,3.29,96.71,0.0,11.37,0.85,4.4,17.04,31.77,0.0,4.21,0.0,0.0,5.63,3.95,12.12,20.88,-21.19,21.18,9.93
OALGX,Optimum Large Cap Growth Fund Class A,Large Growth,1680000000.0,15.81,0.0,4.0,Growth,Large,USD,0.0,97.77,0.0,20.05,3.15,2.14,19.02,11.94,1.1,4.33,16.42,0.79,0.98,0.88,9.69,32.71,-1.11,32.15,0.61
OALVX,Optimum Large Cap Value Fund Class A,Large Value,1570000000.0,11.87,1.1,2.0,Value,Large,USD,0.0,97.8,0.0,12.31,1.85,2.94,4.06,24.79,2.75,7.68,17.75,4.21,5.49,7.35,14.34,8.65,-9.67,16.06,10.95
OAMIX,Oppenheimer Portfolio Series Moderate Investor Fund Class A,Allocation - 50% to 70% Equity,1560000000.0,9.31,1.68,3.0,Growth,Large,USD,5.91,56.13,37.01,17.26,1.65,3.18,14.24,13.04,5.56,8.9,12.88,2.44,1.18,7.84,12.86,17.87,-6.87,15.01,4.71
OARBX,Oakmark Equity And Income Fund Service Class,Allocation - 50% to 70% Equity,12830000000.0,8.71,1.27,2.0,Value,Large,USD,9.32,61.27,28.9,12.2,1.01,1.88,19.05,24.88,1.71,13.65,9.84,0.0,4.33,5.41,6.99,12.25,-8.57,14.15,10.63
OARDX,Oppenheimer Rising Dividends Fund Class A,Large Blend,2840000000.0,12.7,1.07,2.0,Blend,Large,USD,2.04,97.96,0.0,17.3,2.04,2.16,13.77,19.82,5.16,2.73,12.33,3.97,1.69,6.58,9.57,22.22,-6.52,16.76,4.53
OAREX,Oakmark International Small Cap Service Class,Foreign Small/Mid Blend,1430000000.0,12.9,0.98,2.0,Value,Medium,USD,3.57,96.43,0.0,11.5,0.76,5.83,10.56,18.24,1.87,6.11,6.36,0.0,2.63,0.0,37.47,10.94,-23.96,25.72,5.95
OARGX,Oakmark Global Fund Service Class,World Large Stock,1860000000.0,12.52,0.56,2.0,Blend,Large,USD,1.34,98.66,0.0,12.53,0.97,7.13,21.49,27.79,0.0,1.17,5.79,0.0,5.73,1.67,11.87,17.36,-19.22,26.78,4.32
OARIX,Oakmark International Fund Service Class,Foreign Large Blend,34300000000.0,8.98,1.54,3.0,Value,Large,USD,4.41,95.5,0.0,11.47,0.68,6.61,24.77,26.61,0.0,3.01,3.93,0.0,2.35,1.44,21.47,9.8,-23.66,29.45,7.54
OARLX,Oakmark Select Fund Service Class,Large Blend,4690000000.0,13.35,0.0,2.0,Blend,Large,USD,3.5,96.5,0.0,11.72,0.89,0.0,20.79,29.11,9.12,0.0,3.9,0.0,4.32,7.3,8.36,17.1,-25.04,15.39,14.96
OARMX,Oakmark Fund Service Class,Large Blend,18200000000.0,12.74,0.28,3.0,Blend,Large,USD,7.76,92.24,0.0,12.88,1.22,0.0,17.84,30.72,0.0,1.38,6.97,0.0,5.11,6.49,12.92,18.56,-12.97,20.82,17.95
OASGX,Optimum Small-Mid Cap Growth Fund Class A,Small Growth,512770000.0,17.6,0.0,3.0,Growth,Medium,USD,0.0,96.44,0.0,19.18,1.73,2.72,14.55,7.72,1.39,5.5,22.86,0.0,0.0,1.22,11.94,32.1,-3.54,27.29,2.61
OASVX,Optimum Small-Mid Cap Value Fund Class A,Small Value,519480000.0,12.41,0.48,2.0,Value,Medium,USD,0.0,97.58,0.0,10.86,0.94,8.07,13.29,21.32,14.82,2.99,5.28,3.49,0.52,5.4,10.82,14.01,-16.64,9.49,18.21
OBCHX,Oberweis China Opportunities Fund,China Region,89990000.0,23.85,0.0,3.0,Growth,Large,USD,0.0,86.05,0.0,11.74,1.63,3.45,21.58,3.17,8.0,12.52,10.1,6.55,3.2,4.73,8.28,18.41,-26.01,55.05,-9.22
OBDCX,JPMorgan Core Plus Bond Fund Class C,Intermediate-Term Bond,14450000000.0,3.16,2.15,3.0,Value,Small,USD,2.97,0.08,96.08,4.79,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.06,3.37,3.22
OBEGX,Oberweis Global Opportunities Fund Investor Class,World Small/Mid Stock,42970000.0,14.78,0.0,2.0,Growth,Medium,USD,0.0,97.13,0.0,17.4,2.03,3.78,17.1,4.4,0.0,8.21,20.02,0.0,0.0,5.36,15.05,26.08,-25.66,33.3,-1.54
OBIOX,Oberweis International Opportunities Fund,Foreign Small/Mid Growth,513700000.0,15.62,0.2,4.0,Growth,Medium,USD,0.0,99.5,0.0,15.21,1.45,6.05,7.7,15.51,2.81,11.35,6.46,0.0,1.73,5.1,18.7,24.59,-24.73,40.77,-5.28
OBMCX,Oberweis Micro-Cap Fund,Small Growth,79310000.0,21.23,0.0,4.0,Growth,Small,USD,0.0,100.0,0.0,13.54,1.01,3.86,10.57,5.53,0.0,7.45,22.67,0.0,0.6,1.58,14.34,33.4,-12.3,27.9,24.6
OBOCX,JPMorgan Core Bond Fund Class C,Intermediate-Term Bond,30100000000.0,2.75,1.92,2.0,Blend,Medium,USD,1.48,0.0,97.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,2.88,1.41
OBSOX,Oberweis Small-Cap Opportunities Fund,Small Growth,11480000.0,16.99,0.0,3.0,Growth,Small,USD,0.0,98.58,0.0,16.38,1.79,6.09,13.42,10.87,0.0,3.02,20.75,0.0,0.74,0.0,19.02,26.09,-7.23,25.54,7.38
OCACX,Oppenheimer Rochester California Municipal Fund Class C,Muni California Long,1380000000.0,3.8,2.88,5.0,Blend,Small,USD,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81,3.56,2.82
OCAIX,Oppenheimer Portfolio Series Growth Investor Fund Class C,World Large Stock,845900000.0,12.89,0.24,3.0,Growth,Large,USD,3.61,91.51,4.3,17.34,1.67,3.22,14.97,13.24,4.31,9.13,13.44,1.99,1.13,6.59,12.83,19.15,-13.7,24.02,2.75
OCCIX,Oppenheimer Portfolio Series Conservative Investor Fund Class C,Allocation - 30% to 50% Equity,573720000.0,5.52,1.43,1.0,Growth,Large,USD,8.68,21.36,67.81,17.42,1.69,3.35,13.14,11.66,8.95,6.68,11.41,3.96,0.9,8.7,13.35,17.9,-4.31,8.44,3.99
OCEIX,Oppenheimer Equity Income Fund Class C,Large Value,2970000000.0,10.95,1.9,2.0,Value,Large,USD,3.64,94.36,0.01,13.32,1.35,1.72,5.99,18.41,5.85,10.87,18.89,2.96,6.81,12.33,7.34,8.84,-11.17,11.78,13.78
OCFIX,Optimum Fixed Income Fund Class C,Intermediate-Term Bond,2370000000.0,2.94,1.28,2.0,Blend,Medium,USD,0.73,0.06,93.09,0.0,0.0,0.0,0.0,69.34,0.0,0.0,4.32,26.34,0.0,0.0,0.0,0.0,-1.67,3.57,1.93
